Customer_ID,Age,Gender,Religion,Season,Festival,Fashion_Trend,Purchasing Power,Avg_Spend,Family_Size,Urban_Rural,Education_Level,Preferred_Clothing_Type,Color,Pattern,Material,Fashion_Influence_Source,Cluster,Fashion Influence,Product Range,Customer Experience,Online Presence,sales,promotion,inventory,timestamp,date,Income,Spending_Score,cluster_name
C0248,26.0,Male,Hindu,Summer,None,High,Medium,3163,7,Rural,Postgraduate,Festive Wear,Bright,Solid,Rayon,Celebrity Trends,3,Local Trends,,,Moderate,185,No,356,4/6/2025 12:10,9/5/2023,26646,72,Seasonal Trend Followers
C0249,58.0,Male,Muslim,Rainy,Eid,High,Medium,2221,2,Rural,Undergraduate,Party Wear,,Checks,Silk,E-Commerce Trends,2,Celebrities,Original Fit,Poor,Strong,221,Yes,347,4/11/2025 3:59,9/6/2023,56843,54,Comfort-First Traditional Buyers
C0250,52.0,Female,Christian,Rainy,,High,,2575,5,Rural,Undergraduate,Formal Wear,,Floral,Cotton,Social Media,1,Celebrities,Accessories,Poor,Strong,207,No,337,3/23/2025 18:18,9/7/2023,26371,67,Festival-Driven High Spenders
C0251,36.0,Female,Hindu,,Eid,High,High,1636,6,Urban,High School,Ethnic Wear,Bright,Printed,Silk,E-Commerce Trends,2,Social Media,Men's Wear,Average,Moderate,186,No,318,2/19/2025 22:32,9/8/2023,87371,51,Comfort-First Traditional Buyers
C0252,33.0,Male,Christian,Summer,Diwali,High,Low,1692,6,Urban,Undergraduate,Festive Wear,Bright,,Rayon,Traditional Media,0,Social Media,Accessories,Excellent,Moderate,184,No,243,11/3/2024 10:45,9/9/2023,12049,97,Price-Sensitive Young Fashionistas
C0253,20.0,Female,Christian,Rainy,None,High,High,2085,6,Rural,Graduate,Formal Wear,Bright,Floral,Wool,E-Commerce Trends,2,,Women's Wear,Poor,Strong,185,No,336,3/27/2025 8:12,9/10/2023,41616,92,Comfort-First Traditional Buyers
C0254,37.0,Female,Christian,Winter,Eid,High,Low,1906,7,Urban,Undergraduate,Western Casual,Dark,Floral,Silk,Social Media,0,Local Trends,Accessories,Good,Weak,181,No,243,4/22/2025 23:26,9/11/2023,30932,8,Price-Sensitive Young Fashionistas
C0255,41.0,Female,Christian,Summer,None,High,Medium,3286,3,Urban,Postgraduate,Formal Wear,Dark,Floral,Rayon,Celebrity Trends,1,Celebrities,Accessories,Poor,Weak,187,Yes,353,3/5/2025 3:53,9/12/2023,39855,34,Festival-Driven High Spenders
C0256,50.0,Female,Hindu,Rainy,Christmas,Medium,High,1176,5,Urban,High School,Party Wear,Neutral,Checks,,E-Commerce Trends,0,Celebrities,Accessories,Average,Strong,200,No,253,9/21/2024 8:40,9/13/2023,71434,35,Price-Sensitive Young Fashionistas
C0257,41.0,Male,Muslim,Rainy,Christmas,Medium,Low,3340,5,Urban,High School,Sarees / Salwar Kameez,Bright,Checks,Rayon,Traditional Media,1,Celebrities,Accessories,Poor,Strong,205,Yes,293,1/30/2025 12:32,9/14/2023,82694,96,Festival-Driven High Spenders
C0258,28.0,Female,Hindu,Winter,Diwali,Medium,Low,1665,7,Rural,Postgraduate,Traditional,Bright,Floral,Rayon,Local Culture,2,Social Media,Original Fit,Excellent,Moderate,172,No,298,4/27/2025 4:29,9/15/2023,53016,88,Comfort-First Traditional Buyers
C0259,25.0,Female,Hindu,Summer,Christmas,Low,Medium,2928,5,Rural,Postgraduate,Fusion Wear,Bright,Solid,Rayon,Local Culture,1,Celebrities,Men's Wear,Poor,Moderate,214,No,227,11/17/2024 17:18,9/16/2023,17400,78,Festival-Driven High Spenders
C0260,53.0,Female,Hindu,Summer,Eid,High,High,1304,3,Urban,Postgraduate,Hijab/Abaya,Neutral,Solid,Wool,Celebrity Trends,0,Local Trends,Original Fit,,,185,No,359,1/4/2025 21:04,9/17/2023,52642,32,Price-Sensitive Young Fashionistas
C0261,55.0,Female,Muslim,Rainy,Christmas,High,,2374,2,Rural,High School,Fusion Wear,Bright,Checks,,Social Media,1,Social Media,Original Fit,Average,Strong,195,No,323,2/6/2025 21:21,9/18/2023,25151,46,Festival-Driven High Spenders
C0262,57.0,,Christian,Rainy,Diwali,High,Low,2748,2,Rural,Postgraduate,Ethnic Wear,,Checks,Cotton,Celebrity Trends,1,Social Media,Original Fit,Good,,205,No,364,11/23/2024 1:34,9/19/2023,61407,16,Festival-Driven High Spenders
C0263,37.0,Male,,,None,High,Low,2453,3,Rural,High School,Ethnic Wear,Bright,Checks,Cotton,Celebrity Trends,2,Social Media,Accessories,,,198,Yes,263,11/26/2024 15:22,9/20/2023,76690,68,Comfort-First Traditional Buyers
C0264,52.0,Female,Christian,Summer,None,High,High,1114,4,Urban,Undergraduate,Festive Wear,Pastel,Floral,,Traditional Media,0,,Original Fit,Good,,161,No,290,8/2/2024 19:43,9/21/2023,14499,37,Price-Sensitive Young Fashionistas
C0265,42.0,Female,Muslim,Winter,Christmas,High,Low,1821,7,Urban,Undergraduate,Indo-Western,Dark,Solid,Cotton,Celebrity Trends,0,Local Trends,Men's Wear,Excellent,,209,Yes,381,7/29/2024 8:50,9/22/2023,16295,54,Price-Sensitive Young Fashionistas
C0266,52.0,Female,,Winter,Eid,Medium,High,2146,4,Rural,Graduate,Formal Wear,Neutral,Checks,Rayon,E-Commerce Trends,2,Celebrities,Original Fit,Average,Moderate,200,No,299,11/14/2024 15:45,9/23/2023,69040,85,Comfort-First Traditional Buyers
C0267,42.0,Female,Muslim,Summer,Diwali,Medium,Medium,2314,6,Rural,Postgraduate,Party Wear,Bright,Checks,Silk,Traditional Media,0,,Women's Wear,Poor,Moderate,179,Yes,273,3/17/2025 20:11,9/24/2023,22183,14,Price-Sensitive Young Fashionistas
C0268,46.0,Female,Christian,Winter,Eid,Medium,High,2648,2,Rural,High School,Western Casual,Pastel,Printed,Silk,Social Media,1,Celebrities,Accessories,Excellent,Strong,201,Yes,354,5/11/2024 21:06,9/25/2023,39299,95,Festival-Driven High Spenders
C0269,35.0,Female,Christian,Rainy,Diwali,High,High,2918,3,Urban,High School,Formal Wear,Neutral,Floral,Wool,Social Media,3,Local Trends,Women's Wear,Poor,Strong,190,No,201,3/24/2025 3:00,9/26/2023,22874,55,Seasonal Trend Followers
C0270,35.0,Male,,Winter,Christmas,High,Low,1970,6,Urban,High School,Hijab/Abaya,Neutral,,Silk,Traditional Media,3,Social Media,,Poor,Weak,187,Yes,250,2/15/2025 22:14,9/27/2023,42711,48,Seasonal Trend Followers
C0271,19.0,Female,Muslim,Winter,Diwali,High,Low,3193,7,Rural,Postgraduate,Traditional,Dark,Solid,Silk,Traditional Media,1,Social Media,Men's Wear,Poor,Weak,181,No,358,8/18/2024 13:03,9/28/2023,15539,82,Festival-Driven High Spenders
C0272,52.0,Male,Hindu,Winter,,High,High,2317,6,Rural,High School,Traditional,Neutral,Printed,,Traditional Media,3,Local Trends,Men's Wear,Excellent,Moderate,204,No,330,1/18/2025 14:45,9/29/2023,63351,7,Seasonal Trend Followers
C0273,33.0,Female,Hindu,Rainy,Christmas,High,Low,1934,3,Urban,Undergraduate,Formal Wear,Neutral,Printed,Wool,E-Commerce Trends,2,Local Trends,Men's Wear,Excellent,Moderate,213,Yes,274,12/25/2024 19:07,9/30/2023,71267,74,Comfort-First Traditional Buyers
C0274,58.0,Female,Hindu,Summer,Eid,Low,Low,1794,3,Rural,Graduate,Fusion Wear,Neutral,Printed,,Traditional Media,2,Celebrities,Original Fit,Average,Strong,177,No,327,9/17/2024 23:35,10/1/2023,58354,7,Comfort-First Traditional Buyers
C0275,53.0,Male,Muslim,Rainy,Christmas,Medium,,1257,5,Urban,Undergraduate,Festive Wear,Neutral,Floral,Silk,Traditional Media,2,Local Trends,Accessories,Poor,,203,Yes,391,11/28/2024 11:16,10/2/2023,12557,33,Comfort-First Traditional Buyers
C0276,50.0,Male,Muslim,Summer,Diwali,High,High,2087,2,Urban,Graduate,Formal Wear,Bright,Solid,Wool,Traditional Media,0,Local Trends,Men's Wear,Good,,197,Yes,352,10/31/2024 6:49,10/3/2023,48360,23,Price-Sensitive Young Fashionistas
C0277,21.0,Male,Christian,Summer,,Medium,Low,3439,3,Rural,Postgraduate,Indo-Western,Bright,Printed,Wool,Social Media,3,Celebrities,Women's Wear,Average,Moderate,191,No,313,2/6/2025 9:59,10/4/2023,92018,85,Seasonal Trend Followers
C0278,50.0,Female,Hindu,Summer,Diwali,Medium,High,3063,7,Urban,Graduate,Hijab/Abaya,Bright,Floral,Rayon,Traditional Media,3,Celebrities,Men's Wear,,Weak,206,Yes,230,8/22/2024 12:25,10/5/2023,12200,19,Seasonal Trend Followers
C0279,31.0,Male,Christian,Winter,Christmas,High,Low,1884,3,Urban,Graduate,Traditional,Bright,Solid,,Traditional Media,2,Celebrities,Accessories,Good,Strong,204,No,295,2/20/2025 5:20,10/6/2023,78497,19,Comfort-First Traditional Buyers
C0280,38.0,Male,Hindu,Winter,None,Medium,Medium,2870,3,Urban,Undergraduate,Western Casual,Pastel,Checks,Cotton,Traditional Media,1,Local Trends,Women's Wear,Excellent,Strong,179,Yes,218,10/11/2024 5:42,10/7/2023,56975,36,Festival-Driven High Spenders
C0281,37.0,,Muslim,Summer,,Low,Low,3439,4,Rural,Postgraduate,Indo-Western,Bright,,Silk,E-Commerce Trends,3,Celebrities,Women's Wear,Good,,189,Yes,271,2/16/2025 23:54,10/8/2023,31357,29,Seasonal Trend Followers
C0282,25.0,Male,Muslim,Summer,Christmas,High,,2608,7,Urban,Postgraduate,Ethnic Wear,Neutral,Solid,Wool,Celebrity Trends,3,Social Media,Women's Wear,Average,Strong,186,No,231,4/19/2025 18:26,10/9/2023,87505,60,Seasonal Trend Followers
C0283,24.0,,Muslim,Winter,Eid,High,High,878,5,Rural,Graduate,Party Wear,Bright,Printed,Cotton,Social Media,0,,Original Fit,Good,Weak,185,No,328,8/30/2024 16:23,10/10/2023,12869,82,Price-Sensitive Young Fashionistas
C0284,20.0,Female,Hindu,Rainy,Diwali,High,,1763,4,Urban,High School,Casual/Formal,Bright,,Wool,Celebrity Trends,3,Social Media,Men's Wear,,Moderate,176,Yes,265,1/29/2025 2:27,10/11/2023,71135,2,Seasonal Trend Followers
C0285,,Female,Muslim,Summer,None,High,,3204,7,Urban,Postgraduate,Festive Wear,Dark,Solid,Wool,E-Commerce Trends,1,Local Trends,Original Fit,Excellent,Strong,196,No,384,1/26/2025 14:49,10/12/2023,60108,1,Festival-Driven High Spenders
C0286,50.0,Male,Hindu,Rainy,Eid,High,Medium,1292,3,Rural,Undergraduate,Western Casual,Neutral,Floral,Wool,Social Media,0,Social Media,Women's Wear,Good,,180,Yes,269,9/6/2024 15:53,10/13/2023,48467,47,Price-Sensitive Young Fashionistas
C0287,29.0,,Christian,Winter,Diwali,High,Low,1646,6,Urban,High School,Ethnic Wear,Bright,Solid,Wool,Celebrity Trends,0,Local Trends,,Poor,Moderate,215,No,326,9/25/2024 2:10,10/14/2023,33328,69,Price-Sensitive Young Fashionistas
C0288,,Male,Hindu,Summer,None,High,Low,1942,5,Rural,High School,Hijab/Abaya,Bright,Floral,Wool,Traditional Media,2,,,Poor,Moderate,185,No,265,4/1/2025 4:37,10/15/2023,96831,20,Comfort-First Traditional Buyers
C0289,,Male,Christian,Rainy,None,High,Medium,2800,5,Rural,Undergraduate,Festive Wear,Bright,Solid,Cotton,Social Media,1,Social Media,Original Fit,Excellent,Strong,226,No,306,8/14/2024 9:30,10/16/2023,13987,11,Festival-Driven High Spenders
C0290,47.0,Female,Hindu,Rainy,Christmas,Medium,High,2719,7,Urban,Graduate,Casual/Formal,Pastel,Floral,Silk,Local Culture,1,Celebrities,Men's Wear,Good,Weak,203,No,275,9/9/2024 22:09,10/17/2023,68871,2,Festival-Driven High Spenders
C0291,55.0,Female,,Rainy,,Low,Low,1118,5,Urban,High School,Formal Wear,Bright,Checks,,Celebrity Trends,0,Local Trends,Women's Wear,Poor,Moderate,212,No,285,6/5/2024 18:19,10/18/2023,32399,67,Price-Sensitive Young Fashionistas
C0292,55.0,Male,,Winter,Eid,High,High,2660,7,Urban,High School,Western Casual,Dark,Checks,Silk,Celebrity Trends,1,Social Media,Women's Wear,Average,Weak,193,No,211,3/19/2025 9:57,10/19/2023,56214,87,Festival-Driven High Spenders
C0293,25.0,Female,Christian,Winter,,Medium,High,2133,5,Rural,Postgraduate,Casual/Formal,Neutral,Checks,Silk,Social Media,1,Local Trends,,Good,Strong,200,No,382,10/22/2024 3:17,10/20/2023,96416,12,Festival-Driven High Spenders
C0294,44.0,Male,Muslim,Rainy,Eid,Medium,Medium,2520,6,Rural,Graduate,Hijab/Abaya,Neutral,Solid,Cotton,Local Culture,1,Celebrities,,Good,Weak,180,No,244,2/24/2025 22:03,10/21/2023,80271,20,Festival-Driven High Spenders
C0295,44.0,Female,Muslim,Rainy,Diwali,High,Medium,1613,6,Urban,Undergraduate,Indo-Western,Bright,Checks,Rayon,Local Culture,0,Celebrities,Original Fit,Poor,Strong,191,Yes,313,2/10/2025 17:29,10/22/2023,54064,5,Price-Sensitive Young Fashionistas
C0296,,Female,Christian,Winter,Eid,High,High,2810,5,Rural,Postgraduate,Casual/Formal,Bright,Printed,,Local Culture,1,Social Media,,Average,Strong,183,No,269,3/16/2025 7:16,10/23/2023,80091,37,Festival-Driven High Spenders
C0297,38.0,Female,Hindu,Rainy,,Medium,Low,2554,7,Urban,Undergraduate,Hijab/Abaya,Bright,Checks,Cotton,E-Commerce Trends,1,Local Trends,Accessories,Average,Strong,201,No,346,8/12/2024 15:52,10/24/2023,50818,38,Festival-Driven High Spenders
C0298,47.0,Male,Hindu,Rainy,Eid,Low,High,1793,3,Rural,High School,Western Casual,Neutral,Floral,Cotton,Traditional Media,2,Local Trends,Accessories,Average,Strong,193,No,304,3/1/2025 11:06,10/25/2023,55525,94,Comfort-First Traditional Buyers
C0299,50.0,Female,Hindu,Winter,Christmas,High,,2575,4,Rural,Undergraduate,Western Casual,Neutral,Floral,Wool,Social Media,0,Local Trends,Men's Wear,Good,,192,No,309,5/13/2024 16:33,10/26/2023,29830,9,Price-Sensitive Young Fashionistas
C0300,45.0,Male,Hindu,Rainy,,High,Low,982,2,Rural,Undergraduate,Fusion Wear,Pastel,Floral,Wool,Traditional Media,2,Local Trends,Women's Wear,Excellent,Strong,189,No,332,9/9/2024 18:17,10/27/2023,27429,98,Comfort-First Traditional Buyers
C0301,50.0,,Hindu,Rainy,Diwali,Medium,Medium,2459,6,Urban,High School,Casual/Formal,Dark,Solid,Wool,E-Commerce Trends,1,Social Media,Accessories,Good,Strong,211,Yes,302,1/19/2025 10:32,10/28/2023,16893,53,Festival-Driven High Spenders
C0302,22.0,Male,Muslim,Rainy,Diwali,High,Low,2276,2,Rural,Undergraduate,Festive Wear,Pastel,Printed,Silk,E-Commerce Trends,1,Celebrities,Women's Wear,,Weak,199,Yes,316,3/10/2025 6:15,10/29/2023,89909,44,Festival-Driven High Spenders
C0303,36.0,Male,,Winter,Eid,High,Low,3516,6,Urban,Graduate,Ethnic Wear,Dark,Checks,Wool,Celebrity Trends,3,Social Media,Women's Wear,Poor,Moderate,194,No,215,1/25/2025 17:45,10/30/2023,57333,99,Seasonal Trend Followers
C0304,21.0,Female,Muslim,Rainy,Christmas,High,High,2702,2,Urban,Postgraduate,Indo-Western,Pastel,Printed,Rayon,Social Media,1,Local Trends,Women's Wear,Excellent,Weak,181,No,320,9/25/2024 1:25,10/31/2023,13436,86,Festival-Driven High Spenders
C0305,,Female,,Winter,None,Low,Medium,2174,6,Rural,Undergraduate,Formal Wear,,Printed,,Social Media,2,Local Trends,Men's Wear,Average,Weak,228,No,285,5/26/2024 22:57,11/1/2023,84290,24,Comfort-First Traditional Buyers
C0306,34.0,Male,Muslim,Winter,,Medium,Low,3247,3,Urban,Postgraduate,Sarees / Salwar Kameez,Pastel,Floral,Wool,Social Media,3,Celebrities,Men's Wear,Poor,Weak,173,No,350,6/17/2024 18:51,11/2/2023,86213,81,Seasonal Trend Followers
C0307,45.0,Female,Christian,Summer,Eid,High,Low,2185,6,Urban,High School,Sarees / Salwar Kameez,Dark,Floral,,Celebrity Trends,2,Local Trends,Men's Wear,Good,Strong,203,No,249,9/24/2024 20:40,11/3/2023,15895,74,Comfort-First Traditional Buyers
C0308,47.0,Female,Christian,Summer,Eid,Medium,Medium,2722,4,Urban,Graduate,Casual/Formal,Bright,Floral,Rayon,Celebrity Trends,1,Social Media,Men's Wear,Excellent,Strong,182,No,279,10/4/2024 13:51,11/4/2023,29738,30,Festival-Driven High Spenders
C0309,46.0,Female,,Rainy,Christmas,Medium,High,3011,4,Urban,Postgraduate,Indo-Western,Dark,Solid,Wool,E-Commerce Trends,3,Social Media,Accessories,Average,Strong,186,Yes,243,11/14/2024 13:37,11/5/2023,40746,59,Seasonal Trend Followers
C0310,23.0,,Christian,Winter,Christmas,High,Medium,2467,6,Rural,Graduate,Hijab/Abaya,Bright,Printed,,Social Media,0,Celebrities,Original Fit,Average,Moderate,184,Yes,298,4/18/2025 9:58,11/6/2023,59377,87,Price-Sensitive Young Fashionistas
C0311,52.0,Female,Hindu,Summer,Christmas,High,Medium,1668,4,Rural,Graduate,Fusion Wear,Neutral,Printed,,Traditional Media,0,Social Media,Original Fit,Good,Strong,207,No,334,5/7/2024 9:32,11/7/2023,58404,96,Price-Sensitive Young Fashionistas
C0312,58.0,Female,Hindu,,Diwali,High,Low,2490,2,Rural,Undergraduate,Party Wear,Dark,Solid,Rayon,Local Culture,2,Social Media,Original Fit,Average,Moderate,194,No,283,12/7/2024 16:08,11/8/2023,64045,81,Comfort-First Traditional Buyers
C0313,54.0,Female,Muslim,Summer,Diwali,Medium,Low,1257,5,Urban,High School,Hijab/Abaya,Pastel,Solid,Wool,Celebrity Trends,0,Social Media,Accessories,Average,Strong,196,Yes,349,2/18/2025 21:47,11/9/2023,49790,81,Price-Sensitive Young Fashionistas
C0314,41.0,,Hindu,Summer,Eid,Low,High,1811,6,Rural,Graduate,Casual/Formal,,Solid,Cotton,E-Commerce Trends,2,Social Media,Original Fit,Excellent,Weak,197,No,379,4/9/2025 18:28,11/10/2023,15600,14,Comfort-First Traditional Buyers
C0315,46.0,Male,Muslim,Winter,Diwali,Medium,Low,2520,4,Rural,Undergraduate,Festive Wear,Bright,Printed,Wool,Celebrity Trends,0,Local Trends,Accessories,Poor,Strong,198,No,316,9/21/2024 5:50,11/11/2023,50764,9,Price-Sensitive Young Fashionistas
C0316,48.0,Female,Muslim,Winter,Christmas,High,Low,1996,5,Urban,Postgraduate,Ethnic Wear,Neutral,Printed,,Social Media,0,Social Media,Accessories,Excellent,Moderate,211,No,306,10/12/2024 23:27,11/12/2023,84543,40,Price-Sensitive Young Fashionistas
C0317,52.0,Male,Hindu,Summer,Christmas,Medium,Medium,3319,6,Rural,Undergraduate,Indo-Western,Pastel,Floral,Wool,E-Commerce Trends,3,Celebrities,Accessories,Poor,Moderate,188,No,268,11/14/2024 2:21,11/13/2023,55714,66,Seasonal Trend Followers
C0318,50.0,Female,Christian,,Diwali,Medium,Low,1515,6,Rural,Undergraduate,Party Wear,Dark,Floral,Rayon,Traditional Media,2,Celebrities,Original Fit,Poor,Strong,195,No,204,10/6/2024 0:44,11/14/2023,66835,25,Comfort-First Traditional Buyers
C0319,38.0,Male,Hindu,Winter,None,Medium,High,1487,5,Rural,Postgraduate,Western Casual,Bright,Printed,Cotton,Social Media,2,Social Media,Women's Wear,Poor,Weak,222,Yes,295,8/1/2024 23:00,11/15/2023,83744,73,Comfort-First Traditional Buyers
C0320,49.0,Male,Hindu,Rainy,Eid,Medium,Medium,2429,5,Urban,High School,Fusion Wear,Pastel,Floral,Silk,Celebrity Trends,1,Celebrities,Original Fit,Average,Strong,205,No,314,11/11/2024 10:19,11/16/2023,66491,22,Festival-Driven High Spenders
C0321,,Male,Muslim,Winter,None,High,High,1332,4,Urban,High School,Hijab/Abaya,Neutral,Solid,Cotton,Celebrity Trends,2,Social Media,Original Fit,,Strong,182,No,338,5/27/2024 13:25,11/17/2023,28589,4,Comfort-First Traditional Buyers
C0322,50.0,Male,Muslim,Summer,Eid,High,Medium,1644,4,Rural,Graduate,Ethnic Wear,Pastel,Checks,Cotton,Traditional Media,2,Celebrities,,Average,Strong,205,Yes,366,11/26/2024 5:35,11/18/2023,53484,26,Comfort-First Traditional Buyers
C0323,20.0,Female,Muslim,Rainy,None,Medium,Low,2998,5,Urban,High School,Hijab/Abaya,Neutral,Floral,Silk,Traditional Media,1,Celebrities,Accessories,Good,Weak,221,No,319,10/16/2024 9:23,11/19/2023,92989,58,Festival-Driven High Spenders
C0324,35.0,Female,Muslim,Summer,,High,Medium,3661,4,Rural,Graduate,Sarees / Salwar Kameez,Pastel,Printed,Wool,E-Commerce Trends,1,Social Media,Women's Wear,Excellent,Moderate,183,No,259,8/17/2024 3:41,11/20/2023,46212,29,Festival-Driven High Spenders
C0325,42.0,Female,Christian,Rainy,Eid,Medium,,3234,4,Urban,Graduate,Formal Wear,Dark,Floral,Silk,Social Media,1,Social Media,Men's Wear,Poor,Weak,189,No,266,12/13/2024 1:22,11/21/2023,53525,98,Festival-Driven High Spenders
C0326,59.0,Female,Christian,Summer,Eid,High,Low,2324,4,Rural,High School,Fusion Wear,Bright,,Wool,Celebrity Trends,3,Local Trends,Women's Wear,Average,Moderate,211,No,308,9/20/2024 12:03,11/22/2023,57202,87,Seasonal Trend Followers
C0327,48.0,Male,Christian,Rainy,,Medium,Low,2787,5,Urban,Undergraduate,Festive Wear,Dark,Floral,,Traditional Media,2,Social Media,Women's Wear,Average,Moderate,193,Yes,278,3/2/2025 3:27,11/23/2023,42635,37,Comfort-First Traditional Buyers
C0328,,Female,Muslim,,Christmas,Medium,High,3309,4,Rural,Undergraduate,Sarees / Salwar Kameez,Dark,Checks,Rayon,Social Media,1,Social Media,Accessories,Excellent,Moderate,180,No,234,7/29/2024 16:36,11/24/2023,73208,75,Festival-Driven High Spenders
C0329,57.0,,Muslim,Summer,Christmas,High,High,1410,7,Rural,High School,Hijab/Abaya,,Solid,Rayon,Local Culture,0,Local Trends,Original Fit,Excellent,,181,No,317,11/26/2024 21:31,11/25/2023,43828,70,Price-Sensitive Young Fashionistas
C0330,41.0,Female,Muslim,Rainy,None,High,,2133,5,Urban,Postgraduate,Formal Wear,Neutral,Printed,Silk,Traditional Media,0,Social Media,Accessories,Poor,Strong,213,No,364,7/4/2024 7:00,11/26/2023,28711,18,Price-Sensitive Young Fashionistas
C0331,49.0,Male,Christian,Winter,Diwali,Medium,Low,3061,6,Urban,Graduate,Hijab/Abaya,Neutral,Checks,Cotton,Traditional Media,3,Social Media,Accessories,Poor,Strong,188,Yes,261,10/6/2024 4:53,11/27/2023,13420,85,Seasonal Trend Followers
C0332,39.0,Female,Muslim,Summer,Christmas,High,,3014,2,Urban,Postgraduate,Formal Wear,Dark,Printed,Silk,Traditional Media,1,Local Trends,Men's Wear,,Strong,209,No,337,5/24/2024 23:29,11/28/2023,10301,42,Festival-Driven High Spenders
C0333,40.0,Female,Hindu,Winter,Eid,High,Medium,1638,2,Urban,Postgraduate,Casual/Formal,Pastel,Printed,Wool,E-Commerce Trends,2,Social Media,Accessories,Poor,Strong,208,No,369,11/24/2024 12:56,11/29/2023,55236,100,Comfort-First Traditional Buyers
C0334,19.0,Female,Hindu,Summer,Christmas,Medium,Medium,2287,2,Urban,Graduate,Sarees / Salwar Kameez,Pastel,Printed,Rayon,E-Commerce Trends,3,Social Media,Original Fit,,Strong,189,Yes,365,10/6/2024 21:51,11/30/2023,76235,41,Seasonal Trend Followers
C0335,44.0,,Muslim,Rainy,Diwali,High,Medium,3421,5,Urban,Undergraduate,Western Casual,Dark,Checks,Silk,Local Culture,1,Local Trends,Women's Wear,,Weak,203,Yes,337,1/1/2025 8:50,12/1/2023,64240,38,Festival-Driven High Spenders
C0336,59.0,,Hindu,Rainy,Christmas,Medium,Low,2097,5,Rural,Postgraduate,Festive Wear,Dark,,Silk,Traditional Media,0,Local Trends,Accessories,Good,Weak,198,No,222,6/20/2024 20:12,12/2/2023,75726,34,Price-Sensitive Young Fashionistas
C0337,19.0,Female,Hindu,Rainy,Eid,Low,High,1445,6,Rural,High School,Formal Wear,Bright,Printed,Rayon,Celebrity Trends,2,Celebrities,Women's Wear,Good,Weak,183,No,248,4/1/2025 15:09,12/3/2023,20492,17,Comfort-First Traditional Buyers
C0338,43.0,Female,Christian,Summer,None,Medium,Low,1844,2,Rural,Undergraduate,Traditional,Neutral,Solid,Rayon,Local Culture,2,,Accessories,Excellent,Weak,200,No,332,10/31/2024 10:00,12/4/2023,16102,37,Comfort-First Traditional Buyers
C0339,34.0,Male,Muslim,Winter,Eid,High,Medium,1402,7,Urban,High School,Sarees / Salwar Kameez,Neutral,Solid,Rayon,E-Commerce Trends,0,Celebrities,Women's Wear,Poor,Weak,227,No,378,1/18/2025 10:58,12/5/2023,60336,25,Price-Sensitive Young Fashionistas
C0340,57.0,,Muslim,Winter,Diwali,Low,Medium,1979,7,Rural,Graduate,Traditional,Dark,Floral,Wool,Celebrity Trends,0,Celebrities,Accessories,Good,Weak,208,No,273,5/1/2025 10:40,12/6/2023,95314,76,Price-Sensitive Young Fashionistas
C0341,50.0,Female,Christian,Summer,None,Medium,Low,1915,6,Rural,Undergraduate,Western Casual,Dark,Checks,Rayon,Celebrity Trends,3,Local Trends,Men's Wear,Excellent,Weak,209,No,315,11/20/2024 8:07,12/7/2023,36641,87,Seasonal Trend Followers
C0342,26.0,Female,Hindu,Summer,Christmas,Medium,Low,1804,2,Rural,Graduate,Casual/Formal,Pastel,Checks,Cotton,Traditional Media,0,Social Media,Women's Wear,Excellent,Strong,203,Yes,362,11/3/2024 1:55,12/8/2023,44584,86,Price-Sensitive Young Fashionistas
C0343,56.0,Male,Hindu,Winter,Christmas,Low,Medium,2882,4,Rural,Undergraduate,Hijab/Abaya,Dark,Floral,Silk,Celebrity Trends,3,Social Media,Accessories,Good,Moderate,197,No,372,6/5/2024 20:08,12/9/2023,42745,85,Seasonal Trend Followers
C0344,46.0,Male,Muslim,Winter,,High,Medium,2847,2,Rural,Postgraduate,Fusion Wear,,Floral,Rayon,Local Culture,1,Local Trends,Accessories,,Weak,227,Yes,247,6/16/2024 22:51,12/10/2023,33093,27,Festival-Driven High Spenders
C0345,59.0,Female,Hindu,,,Low,Medium,1784,3,Rural,Graduate,Casual/Formal,Dark,Solid,Rayon,Social Media,2,Celebrities,Men's Wear,Average,Moderate,198,No,288,9/19/2024 18:37,12/11/2023,76105,57,Comfort-First Traditional Buyers
C0346,43.0,,,Winter,Eid,Medium,Low,1769,2,Urban,High School,Casual/Formal,Bright,Printed,Wool,Social Media,2,Local Trends,Men's Wear,Good,Weak,181,Yes,301,6/27/2024 4:59,12/12/2023,61885,31,Comfort-First Traditional Buyers
C0347,52.0,Female,Christian,Summer,None,High,Medium,2313,3,Urban,High School,Western Casual,Bright,Checks,Wool,Celebrity Trends,0,Social Media,Men's Wear,Average,Weak,218,Yes,367,6/27/2024 12:01,12/13/2023,46631,6,Price-Sensitive Young Fashionistas
C0348,42.0,Male,Muslim,Summer,None,Low,Medium,2908,5,Urban,Postgraduate,Party Wear,Pastel,Printed,Silk,E-Commerce Trends,1,Local Trends,Women's Wear,,Strong,204,No,232,11/11/2024 2:38,12/14/2023,82991,91,Festival-Driven High Spenders
C0349,41.0,Male,Christian,Rainy,Diwali,High,,4048,5,Urban,High School,Festive Wear,Neutral,Printed,,Social Media,1,,Women's Wear,Good,Moderate,170,Yes,242,11/17/2024 18:49,12/15/2023,14014,40,Festival-Driven High Spenders
